taz,autoPeakRetail,autoPeakTotal,autoOffPeakRetail,autoOffPeakTotal,transitPeakRetail,transitPeakTotal,transitOffPeakRetail,transitOffPeakTotal,nonMotorizedRetail,nonMotorizedTotal
     344,         9.5940,        12.1860,         9.6764,        12.3059,         0.0005,         0.0091,              0,              0,         3.7066,         5.6755
     345,         9.6524,        12.2383,         9.7389,        12.3625,         0.0007,         0.0144,              0,              0,         3.8307,         5.8249
     346,         9.6615,        12.2386,         9.7360,        12.3454,         2.2017,         5.3088,         2.3973,         5.5220,         3.6327,         7.3253
     347,         9.7049,        12.2287,         9.7869,        12.3339,              0,              0,              0,              0,         1.9509,         6.3962
     348,         9.7662,        12.3844,         9.8249,        12.4654,         2.1083,         5.8442,         2.0967,         5.4772,         2.7272,         6.5540
     349,         9.7611,        12.4229,         9.7708,        12.4378,         2.5509,         5.3733,         2.0079,         4.9196,         3.7288,         9.0055
     350,         9.6939,        12.3535,         9.7520,        12.4275,         2.9403,         6.0519,         3.0503,         6.1771,         1.0617,         7.5360
     351,         9.7696,        12.4477,         9.8732,        12.5717,         4.4279,         7.4657,         4.2744,         7.2697,         5.1417,         8.5711
     352,         9.5979,        12.2909,         9.6663,        12.3780,         4.2811,         7.4636,         4.0976,         7.3234,         4.8859,         8.0672
     353,         9.6981,        12.3912,         9.7766,        12.4884,         4.5926,         7.7152,         4.5310,         7.6585,         5.4403,         8.6344
     354,         9.7006,        12.4039,         9.7674,        12.4803,         4.2049,         7.2287,         3.9523,         6.9702,         5.5950,         8.9330
     355,         9.6405,        12.3539,         9.6634,        12.3878,         3.3341,         6.4788,         3.1561,         6.3035,         6.5144,         9.7520
     356,         9.7263,        12.3785,         9.8569,        12.5372,         3.8995,         6.9605,         4.0244,         7.0972,         5.8753,         8.6269
     357,         9.7340,        12.3650,         9.8943,        12.5514,         3.3525,         6.2823,         3.5076,         6.4561,         5.3205,         7.8925
     358,         9.8191,        12.4621,         9.9702,        12.6292,         2.7510,         5.6538,         2.4363,         5.2710,         3.4950,         5.4128
     359,         9.7615,        12.4295,         9.8963,        12.5829,         2.3835,         5.4039,         1.4418,         4.5750,         5.0150,         7.7294
     360,         9.7792,        12.4384,         9.8844,        12.5617,         1.8183,         4.6755,         1.8041,         4.6862,         4.3587,         6.7389
     361,         9.7434,        12.3747,         9.8809,        12.5300,         0.0830,         0.8643,         0.0923,         0.9077,         4.1097,         5.5936
     362,         9.8358,        12.4585,         9.9545,        12.5913,         1.0402,         3.0604,         1.0532,         3.1012,         4.8615,         7.3870
     363,         9.8509,        12.4796,         9.9583,        12.6034,         2.6491,         5.0630,         2.6305,         5.0271,         4.1358,         6.7197
     364,         9.8759,        12.4804,         9.9877,        12.6070,         2.5946,         4.8006,         2.3427,         4.5485,         5.3031,         6.8491
     365,         9.8851,        12.4911,         9.9875,        12.6069,         3.4342,         5.7021,         3.4785,         5.6770,         5.8422,         7.6202
     366,         9.6872,        12.3415,         9.7840,        12.4623,         3.0284,         5.7970,         2.9841,         5.7155,         4.4418,         7.2294
     367,         9.7807,        12.4206,         9.8741,        12.5358,         3.6573,         6.1900,         3.6265,         6.1372,         3.9483,         6.4017
     368,         9.5997,        12.1812,         9.6804,        12.2846,              0,              0,              0,              0,         1.4058,         4.7531
     369,         9.7898,        12.3745,         9.8802,        12.4824,         2.9700,         5.1921,         2.9501,         5.1482,         4.6692,         7.0702
     370,         9.8753,        12.4302,         9.9570,        12.5360,         1.6125,         3.5607,         1.6026,         3.5506,         5.0045,         7.6750
     371,         9.8091,        12.4018,         9.9038,        12.5102,         3.3220,         5.5801,         3.2294,         5.4748,         4.6728,         6.9548
     372,         9.8327,        12.4329,         9.9310,        12.5446,         3.5355,         5.9639,         3.4443,         5.8667,         6.3383,         8.1304
     373,         9.9257,        12.5150,        10.0334,        12.6380,         2.6439,         4.8850,         2.5099,         4.7399,         5.6443,         6.8991
     374,         9.9803,        12.5875,        10.0977,        12.7190,         2.2361,         4.1616,         2.0581,         3.8512,         6.1716,         8.1845
     375,         9.9436,        12.5479,        10.0626,        12.6814,         2.9418,         5.0084,         2.6748,         4.5990,         5.7030,         7.5086
     376,         9.9657,        12.5587,        10.0769,        12.6829,         2.2959,         4.4994,         1.1094,         3.0218,         5.5842,         7.4802
     377,        10.0670,        12.6570,        10.1844,        12.7879,         3.6274,         6.3515,         3.1610,         5.8920,         5.4483,         7.9312
     378,        10.0157,        12.5956,        10.1123,        12.7050,         4.1661,         6.4672,         4.0422,         6.1537,         5.7463,         8.3554
     379,         9.9209,        12.5062,        10.0253,        12.6236,         3.7315,         6.0490,         3.6550,         5.9538,         5.3472,         7.7883
     380,         9.8676,        12.4576,         9.9659,        12.5683,         3.7138,         5.9981,         3.6335,         5.9020,         5.2649,         7.5358
     381,         9.9557,        12.5326,        10.0532,        12.6480,         3.5655,         5.9275,         3.5073,         5.8575,         5.5011,         7.7425
     382,         9.9360,        12.5089,        10.0357,        12.6265,         3.7614,         6.1288,         3.6936,         6.0490,         5.3914,         7.5511
     383,         9.9213,        12.4875,        10.0171,        12.6048,         2.4871,         4.8174,         2.4616,         4.7509,         5.4768,         7.7371
     384,         9.9150,        12.4823,         9.9973,        12.5851,         1.4673,         3.8186,         1.4391,         3.7391,         4.7001,         7.2287
     385,         9.9193,        12.4310,         9.9990,        12.5336,              0,              0,              0,              0,         1.9597,         5.0046
     386,         9.9934,        12.4848,        10.0778,        12.5931,         2.3178,         4.4349,         2.3267,         4.4296,         3.0382,         5.6160
     387,         9.9616,        12.4589,        10.0585,        12.5844,         1.9037,         4.0204,         1.9116,         4.0238,         3.6724,         5.9562
     388,         9.9123,        12.4441,        10.0081,        12.5612,         2.3531,         4.5424,         2.3435,         4.4966,         4.5225,         7.1948
     389,         9.8973,        12.4465,        10.0035,        12.5744,         2.0824,         4.4831,         2.0648,         4.4363,         5.5382,         7.4094
     390,        10.0237,        12.5931,        10.1275,        12.7098,         4.3076,         6.5431,         4.2058,         6.4370,         5.3054,         7.4878
     391,        10.0389,        12.5915,        10.1525,        12.7193,         4.1523,         6.3604,         4.0424,         6.2469,         5.7042,         7.1705
     392,         9.9922,        12.5572,        10.0943,        12.6689,         3.2289,         5.3434,         3.1671,         5.2737,         5.3131,         7.3793
     393,         9.9648,        12.5403,        10.0661,        12.6500,         3.9257,         6.0585,         3.8612,         5.9874,         5.0519,         7.7556
     394,         9.9819,        12.5471,        10.0746,        12.6484,         4.6369,         6.6864,         4.5586,         6.5950,         5.5369,         8.2301
     395,        10.0331,        12.6284,        10.1406,        12.7443,         2.0224,         4.4532,         1.5568,         3.9787,         4.9208,         8.3419
     396,        10.0272,        12.6392,        10.1386,        12.7577,         1.7305,         4.2922,         1.6780,         4.1724,         4.8537,         8.2051
     397,        10.0637,        12.6541,        10.1807,        12.7806,         3.1800,         6.9314,         1.9030,         5.4987,         4.9577,         7.6832
     398,         9.9935,        12.5941,        10.1078,        12.7192,         2.5946,         4.9520,         1.5446,         3.7405,         4.7661,         7.5527
     399,        10.0413,        12.6542,        10.1525,        12.7746,         2.7477,         5.7953,         1.5282,         4.3902,         4.4635,         8.2440
     400,         9.8795,        12.4842,         9.9941,        12.6088,         2.2731,         4.7610,         2.1133,         4.5557,         4.2542,         6.9419
     401,         9.6983,        12.3249,         9.8286,        12.4670,              0,              0,              0,              0,         3.4090,         7.5338
